Sample,Sim_Id,Prevalence,AgeBin,NationalARTPrevalence,Count,NationalARTPrevalence--Beta-beta,NationalARTPrevalence--Beta-alpha,Gender,Year
343,eb4c700a-13b6-e811-a2c0-c4346bcb7275,0.7950204638472033,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
343,eb4c700a-13b6-e811-a2c0-c4346bcb7275,0.7840819542947203,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
343,eb4c700a-13b6-e811-a2c0-c4346bcb7275,0.7220430107526882,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
343,eb4c700a-13b6-e811-a2c0-c4346bcb7275,0.8394959719066308,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
343,eb4c700a-13b6-e811-a2c0-c4346bcb7275,0.7915650052283025,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.20076117982873454,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.4650585313941114,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.2414541508410201,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.3485804416403785,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.5582806573957017,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.3484139365574623,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.6501950585175552,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.7949549549549549,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.7671002937473772,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.7355498721227621,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.8464516129032258,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
342,f44c700a-13b6-e811-a2c0-c4346bcb7275,0.7976233345336694,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.2387425658453696,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.4714518760195758,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.21875,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.3354548858105578,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.5387004300047779,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.3005405405405405,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.6136363636363636,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.8108825481088254,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.772892295280355,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.7159032424086464,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.8417440452159871,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
341,fa4c700a-13b6-e811-a2c0-c4346bcb7275,0.8123156342182891,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.2158894645941278,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.4517869184086312,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.285945945945946,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.3528089887640449,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.5521457085828343,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.34795763993948564,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.6125907990314771,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.7941753926701569,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.7936046511627907,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.7296015180265655,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.8525307227660904,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
340,014d700a-13b6-e811-a2c0-c4346bcb7275,0.8048865619546248,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.20525869380831213,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.4535427807486631,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.19801980198019806,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.3291726105563481,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.5499398315282792,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.2925207756232687,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.6537558685446011,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7852941176470588,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7257401315789473,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7069662921348314,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.8517774653544888,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
359,3cd5ad10-13b6-e811-a2c0-c4346bcb7275,0.8175908221797323,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.2003530450132392,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.4156378600823045,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.2252165543792108,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.294073235183088,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.4927738927738928,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.2414497192445125,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.5922798552472859,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7858052196053469,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7610280015343307,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7212725546058879,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.8449284129864892,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
358,3dd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7935878962536023,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.2340561224489796,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.4667063020214031,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.18619989852866564,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.33802345058626465,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.5409269080009222,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.29485002829654783,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.6496565260058881,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.7995035852178709,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.7475490196078431,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.7339019189765459,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.8566147859922179,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
357,3ed5ad10-13b6-e811-a2c0-c4346bcb7275,0.8169860954528373,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.21921641791044774,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.4565368567454798,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.26405867970660146,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.344044558697515,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.5608675373134329,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.32552800734618914,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.5698778833107191,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7902673063742289,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7711962833914053,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7085684966649564,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.8513003355704698,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
356,3fd5ad10-13b6-e811-a2c0-c4346bcb7275,0.7980891719745223,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2125984251968504,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4450527962456003,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.23253493013972054,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3438566552901024,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5497582081954696,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2973856209150327,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.6147798742138365,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7967055042185617,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7463533225283631,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7220376522702104,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8445108927808629,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
355,40d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7898751733703192,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2084130019120459,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4435204435204435,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2401015228426396,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.33292079207920794,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5295117804226378,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2942366026289181,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.6015936254980079,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7730569948186529,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7657188626351622,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.725174449812131,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8405163439516968,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
354,41d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8003584229390681,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.20126926563916592,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4714695569014982,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2481520591341077,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3344709897610921,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5518800571156592,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3116370808678501,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.6172370088719898,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7935249421869838,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.766859344894027,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7091633466135459,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8491249245624622,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
353,42d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8058925476603119,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.20953002610966054,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4679064187162568,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2304147465437788,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.33991088478676,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5143323234677232,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2653175941540191,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.6195856873822976,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8042035398230089,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7745901639344263,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7145194274028629,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8594677388474057,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
352,43d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8167518678725915,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.1955867602808425,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4258696386355961,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.19494949494949496,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3121199837859749,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4932595089070776,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2825223435948361,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5827538247566064,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7909624008278717,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7608440797186401,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7158163265306122,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8486677768526228,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
351,44d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7992882562277579,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.18944392082940625,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4632861376358248,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2392670157068063,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3441434566959176,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5235732009925558,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3264975715056665,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5930735930735931,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8033222591362126,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7640901771336553,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7297967278135845,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.843492933980173,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
350,45d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8017273751408186,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2017467248908297,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.455608214849921,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.20861900097943192,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.34028324154209283,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.543762922122674,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.34562910560889337,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.6367137355584083,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7988450433108758,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7410236822001528,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.6981227803145611,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8502802241793435,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
349,46d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8182448838015955,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.22742110990206746,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4312169312169312,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.22645290581162325,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3407118055555556,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5450516986706057,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.2973365617433414,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5886178861788618,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7970903522205207,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7433264887063655,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.7083805209513023,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.854673495518566,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
348,47d5ad10-13b6-e811-a2c0-c4346bcb7275,0.8143153526970954,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
347,49d5ad10-13b6-e811-a2c0-c4346bcb7275,0.19290465631929046,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
347,49d5ad10-13b6-e811-a2c0-c4346bcb7275,0.4584352078239609,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
347,49d5ad10-13b6-e811-a2c0-c4346bcb7275,0.24578733294596164,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
347,49d5ad10-13b6-e811-a2c0-c4346bcb7275,0.3236627379873073,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
347,49d5ad10-13b6-e811-a2c0-c4346bcb7275,0.5392183656736813,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
