Sample,Sim_Id,Prevalence,AgeBin,NationalARTPrevalence,Count,NationalARTPrevalence--Beta-beta,NationalARTPrevalence--Beta-alpha,Gender,Year
394,49c4a299-1cb6-e811-a2c0-c4346bcb7275,0.6109422492401215,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
394,49c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7814107274063189,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
394,49c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7617391304347826,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
394,49c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7087071240105541,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
394,49c4a299-1cb6-e811-a2c0-c4346bcb7275,0.852812908853031,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
394,49c4a299-1cb6-e811-a2c0-c4346bcb7275,0.8082990397805213,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.20244716351501668,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.4367864693446089,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.2108660570199032,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.3251366120218579,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.5174386920980927,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.291350531107739,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.6020260492040521,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.7848472164085392,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.7614305115436849,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.7154605263157895,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.8499402628434887,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
393,4ac4a299-1cb6-e811-a2c0-c4346bcb7275,0.7945652173913044,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.2037037037037037,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.4375,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.2797711908476339,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.334070796460177,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.5397165017384328,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.3283073929961089,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.6126279863481229,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7675741568468102,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7804878048780488,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.6990235496840896,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.8398932621747832,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
392,4bc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7773094485423253,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.1855670103092784,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.4149566803465573,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.1901658767772512,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.3078770413064361,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.4745955151859211,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.2330708661417323,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.5975820379965457,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7675962815405046,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7275811924381969,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.6993975903614458,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.8466958211856171,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
391,4cc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7709580838323353,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.21849865951742628,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.4323866044934294,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.2466251298026999,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.33067729083665337,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.5184275184275184,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.2857852882703777,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.589041095890411,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7810026385224275,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.751589656634167,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7120352867044738,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.8381869422263973,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
390,4dc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7913694721825963,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.20073891625615764,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.4545454545454545,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.2168737060041408,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.32606635071090045,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.5195121951219512,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.2893352462936394,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.5580985915492958,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.7722007722007722,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.7492524562152926,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.7235621521335807,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.8518433179723502,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
389,4ec4a299-1cb6-e811-a2c0-c4346bcb7275,0.7746376811594203,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.21330724070450094,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.4625799172621286,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.2393203883495145,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.3475054229934924,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.5390279823269514,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.3213793103448276,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.6475300400534045,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.8049869743208039,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.731237721021611,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7174887892376681,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.8487250910649239,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
388,4fc4a299-1cb6-e811-a2c0-c4346bcb7275,0.7922419460881,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.19887005649717515,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.42654735272184935,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.21716378859236,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.3384159254553156,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.5089308176100629,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.25958702064896755,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.6190476190476191,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7962208225268618,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7563409563409563,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7092582566323768,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.8347597103357473,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
387,50c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7898044692737429,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.2002200220022002,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.456186536291839,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.2731277533039648,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.3281677301731996,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.5336112558624283,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.30828304991771804,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.6236220472440945,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7866412213740458,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7747933884297521,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7164727495407226,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.847576099210823,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
386,51c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7935435435435435,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.1928817451205511,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.430343116990492,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.2093841642228739,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.29803545759463346,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.5084175084175084,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.25311653116531163,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.6023102310231023,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7724625623960066,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7549883990719257,"[35, 45)",0.76,771.0,186.04,586.96,Male,2016
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7376760563380281,"[15, 25)",0.6,2337.0,935.8000000000001,1403.2,Female,2016
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.8455918168533852,"[25, 35)",0.8,2175.0,435.9999999999999,1741.0,Female,2016
385,52c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7844265439202148,"[35, 45)",0.9,1315.0,132.49999999999997,1184.5,Female,2016
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.22073578595317725,"[15, 25)",0.08,2976.0,2738.92,239.08,Male,2011
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.4460651289009498,"[25, 35)",0.21,2476.0,1957.0400000000002,520.96,Male,2011
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.2482197355035605,"[35, 45)",0.4,1226.0,736.6,491.40000000000003,Male,2011
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.3255463451394122,"[15, 25)",0.18,4035.0,3309.7000000000003,727.3,Female,2011
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.5339422364848185,"[25, 35)",0.32,3756.0,2555.08,1202.92,Female,2011
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.3118393234672304,"[35, 45)",0.46,2270.0,1226.8000000000002,1045.2,Female,2011
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.6196172248803827,"[15, 25)",0.36,1872.0,1199.08,674.92,Male,2016
384,53c4a299-1cb6-e811-a2c0-c4346bcb7275,0.7886717456111295,"[25, 35)",0.6,1558.0,624.2,935.8,Male,2016
