,sample,Swaziland_NationalPrevalenceAnalyzer,Swaziland_PopulationAnalyzer,Swaziland_NationalARTPrevalenceAnalyzer,total,ART Link Max,ART Link Mid,Base Infectivity,Infmrl Condoms Late,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Infrml Dur Het,Male To Female Old,Male To Female Young,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,PreART Link Max,PreART Link Mid,PreART Link Min,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Swaziland: Infmrl Condoms Late,Swaziland: LOW Risk,Swaziland: Trns Condoms Late,Trns Condom Late,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,iteration,Base_Infectivity,Events.17.Start_Year,Events.65.Event_Coordinator_Config.Intervention_Config.Actual_IndividualIntervention_Config.Ramp_Max,Events.65.Event_Coordinator_Config.Intervention_Config.Actual_IndividualIntervention_Config.Ramp_MidYear,Events.65.Event_Coordinator_Config.Intervention_Config.Actual_IndividualIntervention_Config.Ramp_Min,Events.71.Event_Coordinator_Config.Intervention_Config.Actual_IndividualIntervention_Config.Ramp_Max,Events.71.Event_Coordinator_Config.Intervention_Config.Actual_IndividualIntervention_Config.Ramp_MidYear,Male_To_Female_Relative_Infectivity_Multipliers,Nodes.0.IndividualProperties.4.Initial_Distribution,Nodes.0.Society.INFORMAL.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Rate,Nodes.0.Society.INFORMAL.Relationship_Parameters.Duration_Weibull_Heterogeneity,Nodes.0.Society.MARITAL.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Rate,Nodes.0.Society.TRANSITORY.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Rate,Run_Number,Scenario,Sexual_Debut_Age_Female_Weibull_Heterogeneity,Sexual_Debut_Age_Female_Weibull_Scale,Sexual_Debut_Age_Male_Weibull_Heterogeneity,Sexual_Debut_Age_Male_Weibull_Scale,[BUILDER] Actual_IndividualIntervention_Config__KP_ART_Link.Ramp_Max,[BUILDER] Actual_IndividualIntervention_Config__KP_ART_Link.Ramp_MidYear,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_Max,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_MidYear,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_Min,[BUILDER] Initial_Distribution__KP_Risk_Swaziland,[BUILDER] Society__KP_Defaults.INFORMAL.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Duration_Weibull_Heterogeneity,[BUILDER] Society__KP_Defaults.MARITAL.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Defaults.TRANSITORY.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Swaziland.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Swaziland.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Start_Year__KP_Seeding_Year,__site__,exe_collection_id,input_collection_id,pyOptimTool,python_collection_id,simulation_id,experiment_id,LikelihoodScore
0,204,65.49615731813579,-33.73876333585672,14.083861224681213,45.841255206960284,0.9476139545230828,2010.3164900040856,0.002966026564626486,0.38803987292212316,0.0011936353638413865,1992.9863397240435,2.724967811753279,0.74910699952066,2.2604258949999254,4.750751499702222,0.2150271337266688,2000.7030980297973,2.117533072726314,0.0005381124461365192,0.8626212917905156,1995.1329140987295,0.04307138410960977,1983.172600116236,0.2697455087444867,15.996929567740699,0.04283935825192035,17.701609614841473,0.27769344750441766,0.7226034609585517,0.1727236654951134,0.6853295995299019,1994.2759647234445,2.599017015597018,0.00019196951966509102,4,0.002966026564626486,1983.172600116236,0.8626212917905156,1995.1329140987295,0.04307138410960977,0.9476139545230828,2010.3164900040856,"[4.750751499702222, 4.750751499702222, 2.2604258949999254]","[0.7226034609585517, 0.27739653904144834, 0]",0.0011936353638413865,0.27769344750441766,1992.9863397240435,2.724967811753279,0.74910699952066,0.0005381124461365192,0.2150271337266688,2000.7030980297973,2.117533072726314,0.00019196951966509102,0.1727236654951134,1994.2759647234445,2.599017015597018,2585,StatusQuo_Baseline,0.2697455087444867,15.996929567740699,0.04283935825192035,17.701609614841473,0.9476139545230828,2010.3164900040856,0.8626212917905156,1995.1329140987295,0.04307138410960977,"[0.7226034609585517, 0.27739653904144834, 0]",0.0011936353638413865,0.38803987292212316,1992.9863397240435,2.724967811753279,0.74910699952066,0.0005381124461365192,0.2150271337266688,2000.7030980297973,2.117533072726314,0.00019196951966509102,0.6853295995299019,1994.2759647234445,2.599017015597018,0.27769344750441766,0.1727236654951134,1983.172600116236,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,ba40217e-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,8.102222769925762e+19
1,204,65.49615731813579,-33.73876333585672,14.083861224681213,45.841255206960284,0.9476139545230828,2010.3164900040856,0.002966026564626486,0.38803987292212316,0.0011936353638413865,1992.9863397240435,2.724967811753279,0.74910699952066,2.2604258949999254,4.750751499702222,0.2150271337266688,2000.7030980297973,2.117533072726314,0.0005381124461365192,0.8626212917905156,1995.1329140987295,0.04307138410960977,1983.172600116236,0.2697455087444867,15.996929567740699,0.04283935825192035,17.701609614841473,0.27769344750441766,0.7226034609585517,0.1727236654951134,0.6853295995299019,1994.2759647234445,2.599017015597018,0.00019196951966509102,4,0.002966026564626486,1983.172600116236,0.8626212917905156,1995.1329140987295,0.04307138410960977,0.9476139545230828,2010.3164900040856,"[4.750751499702222, 4.750751499702222, 2.2604258949999254]","[0.7226034609585517, 0.27739653904144834, 0]",0.0011936353638413865,0.27769344750441766,1992.9863397240435,2.724967811753279,0.74910699952066,0.0005381124461365192,0.2150271337266688,2000.7030980297973,2.117533072726314,0.00019196951966509102,0.1727236654951134,1994.2759647234445,2.599017015597018,54167,StatusQuo_Baseline,0.2697455087444867,15.996929567740699,0.04283935825192035,17.701609614841473,0.9476139545230828,2010.3164900040856,0.8626212917905156,1995.1329140987295,0.04307138410960977,"[0.7226034609585517, 0.27739653904144834, 0]",0.0011936353638413865,0.38803987292212316,1992.9863397240435,2.724967811753279,0.74910699952066,0.0005381124461365192,0.2150271337266688,2000.7030980297973,2.117533072726314,0.00019196951966509102,0.6853295995299019,1994.2759647234445,2.599017015597018,0.27769344750441766,0.1727236654951134,1983.172600116236,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,9de55586-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,8.102222769925762e+19
2,204,65.49615731813579,-33.73876333585672,14.083861224681213,45.841255206960284,0.9476139545230828,2010.3164900040856,0.002966026564626486,0.38803987292212316,0.0011936353638413865,1992.9863397240435,2.724967811753279,0.74910699952066,2.2604258949999254,4.750751499702222,0.2150271337266688,2000.7030980297973,2.117533072726314,0.0005381124461365192,0.8626212917905156,1995.1329140987295,0.04307138410960977,1983.172600116236,0.2697455087444867,15.996929567740699,0.04283935825192035,17.701609614841473,0.27769344750441766,0.7226034609585517,0.1727236654951134,0.6853295995299019,1994.2759647234445,2.599017015597018,0.00019196951966509102,4,0.002966026564626486,1983.172600116236,0.8626212917905156,1995.1329140987295,0.04307138410960977,0.9476139545230828,2010.3164900040856,"[4.750751499702222, 4.750751499702222, 2.2604258949999254]","[0.7226034609585517, 0.27739653904144834, 0]",0.0011936353638413865,0.27769344750441766,1992.9863397240435,2.724967811753279,0.74910699952066,0.0005381124461365192,0.2150271337266688,2000.7030980297973,2.117533072726314,0.00019196951966509102,0.1727236654951134,1994.2759647234445,2.599017015597018,3781,StatusQuo_Baseline,0.2697455087444867,15.996929567740699,0.04283935825192035,17.701609614841473,0.9476139545230828,2010.3164900040856,0.8626212917905156,1995.1329140987295,0.04307138410960977,"[0.7226034609585517, 0.27739653904144834, 0]",0.0011936353638413865,0.38803987292212316,1992.9863397240435,2.724967811753279,0.74910699952066,0.0005381124461365192,0.2150271337266688,2000.7030980297973,2.117533072726314,0.00019196951966509102,0.6853295995299019,1994.2759647234445,2.599017015597018,0.27769344750441766,0.1727236654951134,1983.172600116236,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,80e55586-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,8.102222769925762e+19
3,350,65.70697659509057,-33.969826246025534,14.002731834407188,45.73988218347222,0.9472207870934485,2010.6733596361037,0.0029885820143988524,0.42265527664709407,0.0014689813019692559,1991.9561513799679,3.0396828115874626,0.8600947932136505,2.5291911191191296,4.926975110802588,0.1993757470475001,2001.6157285665934,2.552744955799225,0.0004961003477777209,0.7797807428124086,1995.1542577977975,0.0,1982.7224245988095,0.3120670991256607,16.04339578838344,0.04432679160073045,17.73905078097705,0.3441961819027851,0.7462695697729046,0.10398567487829954,0.7174434064023156,1996.8916655059331,3.0056984590216578,0.000136986301369863,4,0.0029885820143988524,1982.7224245988095,0.7797807428124086,1995.1542577977975,0.0,0.9472207870934485,2010.6733596361037,"[4.926975110802588, 4.926975110802588, 2.5291911191191296]","[0.7462695697729046, 0.2537304302270954, 0]",0.0014689813019692559,0.3441961819027851,1991.9561513799679,3.0396828115874626,0.8600947932136505,0.0004961003477777209,0.1993757470475001,2001.6157285665934,2.552744955799225,0.000136986301369863,0.10398567487829954,1996.8916655059331,3.0056984590216578,15059,StatusQuo_Baseline,0.3120670991256607,16.04339578838344,0.04432679160073045,17.73905078097705,0.9472207870934485,2010.6733596361037,0.7797807428124086,1995.1542577977975,0.0,"[0.7462695697729046, 0.2537304302270954, 0]",0.0014689813019692559,0.42265527664709407,1991.9561513799679,3.0396828115874626,0.8600947932136505,0.0004961003477777209,0.1993757470475001,2001.6157285665934,2.552744955799225,0.000136986301369863,0.7174434064023156,1996.8916655059331,3.0056984590216578,0.3441961819027851,0.10398567487829954,1982.7224245988095,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,91986e3b-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,7.321135336677413e+19
4,350,65.70697659509057,-33.969826246025534,14.002731834407188,45.73988218347222,0.9472207870934485,2010.6733596361037,0.0029885820143988524,0.42265527664709407,0.0014689813019692559,1991.9561513799679,3.0396828115874626,0.8600947932136505,2.5291911191191296,4.926975110802588,0.1993757470475001,2001.6157285665934,2.552744955799225,0.0004961003477777209,0.7797807428124086,1995.1542577977975,0.0,1982.7224245988095,0.3120670991256607,16.04339578838344,0.04432679160073045,17.73905078097705,0.3441961819027851,0.7462695697729046,0.10398567487829954,0.7174434064023156,1996.8916655059331,3.0056984590216578,0.000136986301369863,4,0.0029885820143988524,1982.7224245988095,0.7797807428124086,1995.1542577977975,0.0,0.9472207870934485,2010.6733596361037,"[4.926975110802588, 4.926975110802588, 2.5291911191191296]","[0.7462695697729046, 0.2537304302270954, 0]",0.0014689813019692559,0.3441961819027851,1991.9561513799679,3.0396828115874626,0.8600947932136505,0.0004961003477777209,0.1993757470475001,2001.6157285665934,2.552744955799225,0.000136986301369863,0.10398567487829954,1996.8916655059331,3.0056984590216578,56813,StatusQuo_Baseline,0.3120670991256607,16.04339578838344,0.04432679160073045,17.73905078097705,0.9472207870934485,2010.6733596361037,0.7797807428124086,1995.1542577977975,0.0,"[0.7462695697729046, 0.2537304302270954, 0]",0.0014689813019692559,0.42265527664709407,1991.9561513799679,3.0396828115874626,0.8600947932136505,0.0004961003477777209,0.1993757470475001,2001.6157285665934,2.552744955799225,0.000136986301369863,0.7174434064023156,1996.8916655059331,3.0056984590216578,0.3441961819027851,0.10398567487829954,1982.7224245988095,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,86e80d42-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,7.321135336677413e+19
5,350,65.70697659509057,-33.969826246025534,14.002731834407188,45.73988218347222,0.9472207870934485,2010.6733596361037,0.0029885820143988524,0.42265527664709407,0.0014689813019692559,1991.9561513799679,3.0396828115874626,0.8600947932136505,2.5291911191191296,4.926975110802588,0.1993757470475001,2001.6157285665934,2.552744955799225,0.0004961003477777209,0.7797807428124086,1995.1542577977975,0.0,1982.7224245988095,0.3120670991256607,16.04339578838344,0.04432679160073045,17.73905078097705,0.3441961819027851,0.7462695697729046,0.10398567487829954,0.7174434064023156,1996.8916655059331,3.0056984590216578,0.000136986301369863,4,0.0029885820143988524,1982.7224245988095,0.7797807428124086,1995.1542577977975,0.0,0.9472207870934485,2010.6733596361037,"[4.926975110802588, 4.926975110802588, 2.5291911191191296]","[0.7462695697729046, 0.2537304302270954, 0]",0.0014689813019692559,0.3441961819027851,1991.9561513799679,3.0396828115874626,0.8600947932136505,0.0004961003477777209,0.1993757470475001,2001.6157285665934,2.552744955799225,0.000136986301369863,0.10398567487829954,1996.8916655059331,3.0056984590216578,16210,StatusQuo_Baseline,0.3120670991256607,16.04339578838344,0.04432679160073045,17.73905078097705,0.9472207870934485,2010.6733596361037,0.7797807428124086,1995.1542577977975,0.0,"[0.7462695697729046, 0.2537304302270954, 0]",0.0014689813019692559,0.42265527664709407,1991.9561513799679,3.0396828115874626,0.8600947932136505,0.0004961003477777209,0.1993757470475001,2001.6157285665934,2.552744955799225,0.000136986301369863,0.7174434064023156,1996.8916655059331,3.0056984590216578,0.3441961819027851,0.10398567487829954,1982.7224245988095,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,6ae80d42-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,7.321135336677413e+19
6,85,65.7584071688222,-33.95067914211521,13.892785607738679,45.70051363444567,0.9582801144860904,2010.5652674752553,0.002979572811970211,0.4274644710812078,0.0013249736509110533,1992.4493600556211,2.9875063054043554,0.8479274472864675,2.709324853157434,4.844722297550864,0.208369452261097,2001.704017851278,2.4816431396430634,0.00046074052964468543,0.7901053502782296,1996.2198566229486,0.011805925382445135,1983.106245523161,0.3077779113057302,16.323030331102323,0.04590838597676192,17.14830145761413,0.3414683047226847,0.7390294669035148,0.07809565567837246,0.7048100765991189,1996.7885278888937,2.8742087366168287,0.000136986301369863,4,0.002979572811970211,1983.106245523161,0.7901053502782296,1996.2198566229486,0.011805925382445135,0.9582801144860904,2010.5652674752553,"[4.844722297550864, 4.844722297550864, 2.709324853157434]","[0.7390294669035148, 0.2609705330964852, 0]",0.0013249736509110533,0.3414683047226847,1992.4493600556211,2.9875063054043554,0.8479274472864675,0.00046074052964468543,0.208369452261097,2001.704017851278,2.4816431396430634,0.000136986301369863,0.07809565567837246,1996.7885278888937,2.8742087366168287,45850,StatusQuo_Baseline,0.3077779113057302,16.323030331102323,0.04590838597676192,17.14830145761413,0.9582801144860904,2010.5652674752553,0.7901053502782296,1996.2198566229486,0.011805925382445135,"[0.7390294669035148, 0.2609705330964852, 0]",0.0013249736509110533,0.4274644710812078,1992.4493600556211,2.9875063054043554,0.8479274472864675,0.00046074052964468543,0.208369452261097,2001.704017851278,2.4816431396430634,0.000136986301369863,0.7048100765991189,1996.7885278888937,2.8742087366168287,0.3414683047226847,0.07809565567837246,1983.106245523161,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,7fa8d2bc-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,7.038512586770196e+19
7,85,65.7584071688222,-33.95067914211521,13.892785607738679,45.70051363444567,0.9582801144860904,2010.5652674752553,0.002979572811970211,0.4274644710812078,0.0013249736509110533,1992.4493600556211,2.9875063054043554,0.8479274472864675,2.709324853157434,4.844722297550864,0.208369452261097,2001.704017851278,2.4816431396430634,0.00046074052964468543,0.7901053502782296,1996.2198566229486,0.011805925382445135,1983.106245523161,0.3077779113057302,16.323030331102323,0.04590838597676192,17.14830145761413,0.3414683047226847,0.7390294669035148,0.07809565567837246,0.7048100765991189,1996.7885278888937,2.8742087366168287,0.000136986301369863,4,0.002979572811970211,1983.106245523161,0.7901053502782296,1996.2198566229486,0.011805925382445135,0.9582801144860904,2010.5652674752553,"[4.844722297550864, 4.844722297550864, 2.709324853157434]","[0.7390294669035148, 0.2609705330964852, 0]",0.0013249736509110533,0.3414683047226847,1992.4493600556211,2.9875063054043554,0.8479274472864675,0.00046074052964468543,0.208369452261097,2001.704017851278,2.4816431396430634,0.000136986301369863,0.07809565567837246,1996.7885278888937,2.8742087366168287,34914,StatusQuo_Baseline,0.3077779113057302,16.323030331102323,0.04590838597676192,17.14830145761413,0.9582801144860904,2010.5652674752553,0.7901053502782296,1996.2198566229486,0.011805925382445135,"[0.7390294669035148, 0.2609705330964852, 0]",0.0013249736509110533,0.4274644710812078,1992.4493600556211,2.9875063054043554,0.8479274472864675,0.00046074052964468543,0.208369452261097,2001.704017851278,2.4816431396430634,0.000136986301369863,0.7048100765991189,1996.7885278888937,2.8742087366168287,0.3414683047226847,0.07809565567837246,1983.106245523161,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,fee7e2c2-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,7.038512586770196e+19
8,85,65.7584071688222,-33.95067914211521,13.892785607738679,45.70051363444567,0.9582801144860904,2010.5652674752553,0.002979572811970211,0.4274644710812078,0.0013249736509110533,1992.4493600556211,2.9875063054043554,0.8479274472864675,2.709324853157434,4.844722297550864,0.208369452261097,2001.704017851278,2.4816431396430634,0.00046074052964468543,0.7901053502782296,1996.2198566229486,0.011805925382445135,1983.106245523161,0.3077779113057302,16.323030331102323,0.04590838597676192,17.14830145761413,0.3414683047226847,0.7390294669035148,0.07809565567837246,0.7048100765991189,1996.7885278888937,2.8742087366168287,0.000136986301369863,4,0.002979572811970211,1983.106245523161,0.7901053502782296,1996.2198566229486,0.011805925382445135,0.9582801144860904,2010.5652674752553,"[4.844722297550864, 4.844722297550864, 2.709324853157434]","[0.7390294669035148, 0.2609705330964852, 0]",0.0013249736509110533,0.3414683047226847,1992.4493600556211,2.9875063054043554,0.8479274472864675,0.00046074052964468543,0.208369452261097,2001.704017851278,2.4816431396430634,0.000136986301369863,0.07809565567837246,1996.7885278888937,2.8742087366168287,5480,StatusQuo_Baseline,0.3077779113057302,16.323030331102323,0.04590838597676192,17.14830145761413,0.9582801144860904,2010.5652674752553,0.7901053502782296,1996.2198566229486,0.011805925382445135,"[0.7390294669035148, 0.2609705330964852, 0]",0.0013249736509110533,0.4274644710812078,1992.4493600556211,2.9875063054043554,0.8479274472864675,0.00046074052964468543,0.208369452261097,2001.704017851278,2.4816431396430634,0.000136986301369863,0.7048100765991189,1996.7885278888937,2.8742087366168287,0.3414683047226847,0.07809565567837246,1983.106245523161,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,9ba8d2bc-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,7.038512586770196e+19
9,88,65.47833546360579,-34.03830222714884,14.205463689184555,45.6454969256415,0.9618707988791282,2010.888597719143,0.003,0.4383431225103587,0.0014226875400213548,1991.899183962054,3.129365380206399,0.8525134343529838,2.6609853924978637,4.8877257625478245,0.21742629074743963,2002.5409568806483,2.8051370253773085,0.0005502920393412222,0.8647238540168437,1996.6003931125517,0.0,1982.6580696948324,0.27831765796935426,16.29985834592572,0.04,17.7576582809826,0.32262731180486626,0.7549886237314452,0.0528772090611038,0.7041401279384261,1995.3454188589803,3.0809364758040445,0.00014411120680176572,4,0.003,1982.6580696948324,0.8647238540168437,1996.6003931125517,0.0,0.9618707988791282,2010.888597719143,"[4.8877257625478245, 4.8877257625478245, 2.6609853924978637]","[0.7549886237314452, 0.24501137626855485, 0]",0.0014226875400213548,0.32262731180486626,1991.899183962054,3.129365380206399,0.8525134343529838,0.0005502920393412222,0.21742629074743963,2002.5409568806483,2.8051370253773085,0.00014411120680176572,0.0528772090611038,1995.3454188589803,3.0809364758040445,16580,StatusQuo_Baseline,0.27831765796935426,16.29985834592572,0.04,17.7576582809826,0.9618707988791282,2010.888597719143,0.8647238540168437,1996.6003931125517,0.0,"[0.7549886237314452, 0.24501137626855485, 0]",0.0014226875400213548,0.4383431225103587,1991.899183962054,3.129365380206399,0.8525134343529838,0.0005502920393412222,0.21742629074743963,2002.5409568806483,2.8051370253773085,0.00014411120680176572,0.7041401279384261,1995.3454188589803,3.0809364758040445,0.32262731180486626,0.0528772090611038,1982.6580696948324,Swaziland,043daf22-bde5-e711-9414-f0921c16b9e5,b4104f64-676e-e811-a2c0-c4346bcb7275,,e52f6dd0-059c-e811-a2c0-c4346bcb7275,7ca8d2bc-abb6-e811-a2c0-c4346bcb7275,de7d2819-abb6-e811-a2c0-c4346bcb7275,6.6617363164841886e+19
